0.82167	0.11125
0.32564	0.25306
0.58833	0.29144
0.21667	0.33566
0.55914	0.43311
0.28500	0.31220
0.45000	0.22045
0.45833	0.22454
0.37833	0.41725
0.38167	0.41821
0.41250	0.32317
0.50000	0.39018
0.32784	0.50799
0.16667	0.40825
0.39773	0.19485
0.47333	0.36664
0.00000	0.00000
0.00000	0.00000
0.36667	0.28402
0.00000	0.00000
0.38667	0.29951
0.19000	0.20813
0.10333	0.25311
0.26000	0.20140
0.41333	0.32017
0.04762	0.07377
0.27083	0.42015
0.22500	0.24648
0.49333	0.38213
0.14000	0.21689
0.26333	0.40800
0.16667	0.40825
0.10278	0.25175
0.26000	0.28817
0.41333	0.32017
0.00000	0.00000
0.39333	0.30467
0.00000	0.00000
0.27000	0.29759
0.14667	0.35926
