0.88750	0.04031
0.25385	0.29339
0.54500	0.36336
0.00000	0.00000
0.41935	0.48423
0.14250	0.28500
0.40500	0.27000
0.41250	0.27500
0.21000	0.42000
0.19500	0.39000
0.32500	0.37749
0.36264	0.42218
0.00000	0.00000
0.00000	0.00000
0.35795	0.23864
0.35500	0.40992
0.00000	0.00000
0.00000	0.00000
0.27500	0.31754
0.00000	0.00000
0.29000	0.33486
0.09500	0.19000
0.00000	0.00000
0.19500	0.22517
0.31000	0.35796
0.00000	0.00000
0.00000	0.00000
0.11250	0.22500
0.37000	0.42724
0.00000	0.00000
0.00000	0.00000
0.00000	0.00000
0.00000	0.00000
0.11000	0.22000
0.31000	0.35796
0.00000	0.00000
0.29500	0.34064
0.00000	0.00000
0.15000	0.30000
0.00000	0.00000
