0.72800	0.62800
0.54000	0.51000
0.36400	0.29400
0.56000	0.52400
0.90000	0.85846
0.85200	0.71400
0.73800	0.74000
0.77174	0.83441
0.60500	0.55500
0.93200	0.81200
0.88000	0.86400
0.45098	0.40377
0.47600	0.42000
0.57455	0.49091
0.64667	0.56667
0.36400	0.30800
0.43000	0.33200
0.43714	0.36857
0.61600	0.58000
0.67400	0.61800
0.79000	0.80200
0.76200	0.77600
0.61500	0.60500
0.69778	0.71429
0.80222	0.76923
1.00000	1.00000
0.68571	0.70000
0.75400	0.72200
0.36957	0.34043
0.21400	0.16800
1.00000	0.99683
1.00000	0.99630
0.94000	0.97200
0.43000	0.38200
0.48600	0.46800
0.78200	0.69600
0.66200	0.59400
0.64800	0.60200
0.59600	0.64000
0.56800	0.58200
0.83800	0.76000
0.40682	0.36180
0.65400	0.63400
0.82381	0.79048
0.91667	0.96944
0.82400	0.86200
0.81200	0.72400
0.69000	0.64400
0.42667	0.50323
0.37600	0.35000
0.38800	0.39600
0.77400	0.74200
0.51053	0.45000
0.58000	0.52000
0.36400	0.32600
0.33600	0.36400
0.60000	0.42500
0.95400	0.92000
0.44000	0.35400
0.63000	0.64667
0.76200	0.77600
0.82600	0.76800
0.78200	0.78600
0.69400	0.65000
0.63800	0.58800
0.51000	0.44000
0.64151	0.47273
0.54500	0.54500
0.62600	0.58800
0.60000	0.53000
0.47778	0.48889
0.50000	0.47727
0.46000	0.44000
0.37000	0.36400
0.22600	0.23200
0.35000	0.29600
0.90000	0.88000
0.49020	0.37358
0.74510	0.41509
0.57800	0.50000
