0.69500	0.03536
0.86923	0.05439
0.71000	0.01414
0.77000	0.00000
0.83333	0.00760
0.82500	0.00707
0.90500	0.00707
0.66500	0.03536
0.80500	0.02121
0.80500	0.09192
0.58750	0.05303
0.75275	0.00777
0.89011	0.01554
1.00000	0.00000
0.75000	0.00000
0.74000	0.01414
1.00000	0.00000
1.00000	0.00000
0.99500	0.00707
0.70500	0.04950
0.59000	0.01414
0.61000	0.00000
0.63500	0.09192
0.77000	0.02828
0.65500	0.03536
0.95238	0.03367
0.97917	0.00982
0.87500	0.00707
0.72500	0.00707
0.64000	0.01414
0.73500	0.00707
0.97500	0.03536
0.64167	0.01179
0.82000	0.11314
0.83000	0.07071
0.80000	0.01414
0.76500	0.03536
0.68500	0.00707
0.72000	0.01414
0.88000	0.00000
