0.60286	0.07544
0.84615	0.04783
0.71714	0.01496
0.72571	0.05028
0.83564	0.00525
0.81571	0.01397
0.77571	0.16541
0.61857	0.06866
0.81286	0.02812
0.77571	0.04315
0.57500	0.09242
0.64992	0.14598
0.75353	0.09386
0.98901	0.02006
0.66558	0.08576
0.71857	0.02268
0.99773	0.00600
1.00000	0.00000
0.93857	0.06122
0.69857	0.03671
0.58286	0.00756
0.59571	0.02299
0.62143	0.04451
0.74857	0.04220
0.63000	0.02236
0.81973	0.13031
0.94643	0.04971
0.85429	0.02699
0.72571	0.00787
0.63286	0.00756
0.73857	0.00690
0.89714	0.09793
0.64762	0.00630
0.67857	0.17440
0.73857	0.08071
0.77857	0.02193
0.64000	0.08660
0.57857	0.09788
0.57000	0.10263
0.88000	0.00000
