0.56400	0.07436
0.36923	0.08703
0.57400	0.06731
0.55200	0.03421
0.83871	0.00000
0.59200	0.04919
0.59200	0.15834
0.55000	0.00000
0.72000	0.09381
0.73600	0.11283
0.52000	0.02739
0.78462	0.01839
0.94505	0.02056
0.99780	0.00491
0.50455	0.02490
0.62800	0.18900
0.98413	0.02749
0.98889	0.02485
0.65600	0.12033
0.58400	0.11567
0.53200	0.06611
0.45800	0.06380
0.38800	0.16037
0.56400	0.09737
0.52200	0.12969
0.30476	0.14226
0.60833	0.14580
0.52600	0.18796
0.74000	0.00000
0.46200	0.17021
0.77600	0.01140
0.74600	0.04722
0.58667	0.16003
0.58800	0.11278
0.59200	0.06261
0.77800	0.05630
0.59000	0.00000
0.29600	0.09633
0.59200	0.12174
0.87600	0.00894
