0.61667	0.02517
0.40000	0.05547
0.60667	0.07095
0.56333	0.02517
0.83871	0.00000
0.60667	0.06351
0.68000	0.14526
0.55000	0.00000
0.75333	0.08386
0.78333	0.08963
0.51667	0.03819
0.78022	0.02198
0.94872	0.02766
1.00000	0.00000
0.49242	0.02624
0.71000	0.00000
1.00000	0.00000
1.00000	0.00000
0.72667	0.10116
0.63333	0.13279
0.56333	0.02887
0.49667	0.05033
0.45333	0.18583
0.53333	0.12423
0.61667	0.00577
0.37302	0.10736
0.67130	0.16570
0.63000	0.17349
0.74000	0.00000
0.56000	0.10440
0.78000	0.01000
0.73667	0.06429
0.66111	0.16443
0.60667	0.15535
0.62000	0.00000
0.80667	0.01528
0.59000	0.00000
0.34667	0.05033
0.65333	0.12423
0.87333	0.01155
