0.72800	0.62800
0.90312	0.86462
0.85200	0.71800
0.73400	0.75400
0.77174	0.83441
0.93800	0.82000
0.87800	0.87000
0.67800	0.63000
0.78600	0.80800
0.76400	0.78200
0.62000	0.60500
0.69111	0.71209
0.80667	0.77802
1.00000	0.99780
0.68571	0.70000
0.75400	0.72200
1.00000	0.99683
1.00000	1.00000
0.92600	0.97000
0.78000	0.69400
0.65400	0.58400
0.65000	0.60600
0.59800	0.63000
0.84600	0.74600
0.65000	0.63400
0.91905	0.86667
0.91944	0.97500
0.82600	0.86800
0.80600	0.72200
0.69000	0.63400
0.77200	0.74000
0.97400	0.95000
0.62000	0.64667
0.76200	0.77400
0.82200	0.77200
0.78200	0.77600
0.69800	0.66000
0.62800	0.61200
0.64000	0.59400
0.90000	0.88000
