0.61500	0.03536
0.39231	0.07615
0.64500	0.03536
0.55000	0.01414
0.83871	0.00000
0.62500	0.07778
0.75000	0.11314
0.55000	0.00000
0.77500	0.10607
0.83500	0.00707
0.53750	0.01768
0.76923	0.01554
0.95055	0.03885
1.00000	0.00000
0.47727	0.00000
0.71000	0.00000
1.00000	0.00000
1.00000	0.00000
0.78500	0.00707
0.71000	0.00000
0.58000	0.00000
0.52000	0.04243
0.56000	0.02828
0.49500	0.14849
0.62000	0.00000
0.42857	0.06734
0.76389	0.05893
0.73000	0.01414
0.74000	0.00000
0.62000	0.01414
0.78000	0.01414
0.76000	0.07071
0.70000	0.21213
0.63000	0.21213
0.62000	0.00000
0.80000	0.01414
0.59000	0.00000
0.35000	0.07071
0.72500	0.00707
0.87000	0.01414
