0.65000	0.06683
0.86923	0.03203
0.71500	0.01915
0.75500	0.01915
0.83333	0.00621
0.82250	0.00957
0.88500	0.03697
0.66500	0.02082
0.80250	0.03500
0.78500	0.05802
0.63750	0.06614
0.76648	0.01877
0.79670	0.10823
0.99725	0.00549
0.71023	0.07955
0.72000	0.02582
0.99603	0.00794
1.00000	0.00000
0.98500	0.01291
0.68750	0.04787
0.58500	0.01000
0.60000	0.01414
0.62500	0.05568
0.75750	0.04992
0.63750	0.02872
0.88690	0.08333
0.97917	0.00802
0.87500	0.00577
0.72250	0.00500
0.63500	0.01000
0.74000	0.00816
0.96000	0.02944
0.64583	0.00833
0.79250	0.07365
0.78000	0.07257
0.77750	0.02754
0.67750	0.10308
0.60500	0.11091
0.61500	0.12152
0.88000	0.00000
